tweet,label
@ctrembz be sure to follow it up with a fabulous bitch face,1
@woodyafc @whiteponyjr @ivanrabago no doubt about it i mean its cute tossing around trash cans and having 98lb mexican boys wantin8230,2
thou shall not mock ryanthe futurekelly,2
pink champagne for my boo thang she a bad bitch i hope that she don't trade me,1
"""@poeticsuccess i hate when strippers tell you they're ""dancers"" hoe ballet dancers don't pop their pussy to beethoven you a stripper!""",1
when i be that pussy i be calling you my bitch,1
@woridstarhlphop every time bobby bitch comes on,1
all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress,2
"dreaming of the pussy that i slept on ""cat nap""",1
@quilathediva after the age of 21 its about credit scores future plans and creating assets not cars clothes niggasbitches clubs 8230,1
@marlinfishyass if i did smoke i would not be smokin hoes out less they gettin fucked on,1
@crownher takes a ho bath @1stzodiacsign he's terrified of water how tf does he wash himself everyday lol,1
@alybaby well at least if you're going to do somthing you do it and don't bitch out even when it's the wrong thing,1
@bitchslovemosa do these bitches really love mosa though mosagang,1
@kielag3 alright fag what about this,0
big bitches be sayin why yo eyes all on my stomach bitch why yo stomach all in my eyes,1
nah just yo hoe she just swung matter fact @iiak @vinchi3 yu get hoes!,1
@vodkapapixo alot of these bitches themselves aint shit eitherbirds of a feather flock together,1
@letsquotecomedy trying so hard to resist the urge to smack a bitch,1
"lmfao @trishaann i only twerk to ""somewhere in america"" because when hov says twerk you twerk bitch!",1
catch me on the episode of vampire diaries tomorrow night i bitch slap @katgraham,1
ill call you bitch for short as a last resort and my first resort,1
8220@chriscooper907 @akmueller @breason18 its brandon motherfucking reason8221 he's a bitch nigga,1
mother fuck everything you got going on today because i'm going to vegas in a few hours bitch,1
@ourcofe an end to the ordination of women and faggots whose only aim is to weaken and split our communion,1
@heauxmersimpson i'm jus tryna vaca away from the niggers bro,0
@sroach happy birthday nicca do coon shit in a responsible way,0
@kayt27 poor coonsnow stopped herenow if the wind would it might be nice outwell for winter,2
even gtta ak sittn at my bitch house,1
i got hoes i got fuckin hoes i got fuckin hoes !,1
@gabrielaangela4 that hoe wanta 66,1
"@kingdomofwench @graceishuman i've also seen a lot of that ""we're democrats and we're for charlie baker!"" ad which makes me want to scr8230",2
photo bad bitch ladykimora your favorite vegas socialite dragrace dragqueen ladykimora,1
gotta tip for the monogamous niggas yo bitch fuckin' anonymous nigga,1
@lenadunham sick bitch nutjob,1
yankees pineda needed that 6'7 great play!,2
kick that bitch right in the pussy,1
@taefrmutw it's utw over here bitch but a lot of shit be going down 9994,1
i want to paint but faggot won't paint with me,1
"""@dbabholloway check out our 12th man cowboysnation"" even with all those faggot ny fans in the stands",1
@briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denkenjuistjawillen wel meer mensen mij vertellen hoe k moet denken,2
' o m g you like stop controllin me i'm like bitch fuck you thought she like niggah fuck you mean !,1
@louievree dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant,1
@drunksixthgrade @tbhstop you are a bitch,1
@turtlemcnasty well i'd love to stay and chat but you're a total bitch,1
lmao this bitch,1
"good! she's a ghetto thug! 8220@grasswire ""so fpd just arrested @sennasheed for being in the street ferguson8221",2
in case you forgot hoe i been up since 418 on the dot made 100000 dollars at work and still haven't slept,1
@craigslistlove some women just weren't blessed with a cotton candy pussy,1
@miguel04 really telling me to call him boo uhhh naw you the niggah amp that's that,1
watch my twitter bitch,1
hope you find a bitch with some ass that satisfies ya needs,1
don't be a broke hoe hating on a paid hoe!pimpchampaign,1
@cakebosslex 8220@laughatproblems i need me a bitch that can dance lmfao this is ode,1
@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch,0
@funnypicsdepot how to get unlimited pussy in high school,1
@stonerboii2cold i just wanna be drunk on stage going ham in that bitch @trevaughnlg,1
my dad goes son of a bitch and just lights a cigarette in the kitchen oh,1
@inurselisa @blackredsoxfan it's a nice way of callin y'all honkies,0
oomf a hoe she know she a hoe i know she a hoe she wont claim she a hoe so she say she aint a hoe butwe all know you a hoe! hoe!,1
@reggieripbam all i ever do is fuck bitches amp count stacks,1
i got a cousin thats rollin got a bitch in tha hoovers,1
dont trust a hoe never trust a hoe,1
"8220@xoxohayleyy ""@savageater i think if my girlfriend were to get locked up shed be the first one rapedpussy""really bitch99958221really swerve",1
or you gotta pay some bills cause pussy ain't free ummmm dick ain't free neither can you pick this tab up please thank you,1
jus need a bad bitch thats gone always hold me down,1
@glowstruck i think pats trying to say his pussy is too bombedidk,1
i don't like you bitch so amp i'm having a party all weekend my momma going out of town,1
@houdiniofcod no send the fucking challenge quit being a pussy,1
@craigslistlove 'doctor' is available to examine your pussy testicles and penis as painlessly as possible,1
dumb cunt,1
@bridifferent bishhhhhh waasup where this bitch up,1
@richxinxflavor i'm not a fag gtfo,0
california is full of white trash,0
@theeesickestkid yo bag gucci but you still ugly hoe shut up,1
@zachsmith98 @kiefferjason bitch stfu and get off my page,1
you trash tho @ome23y edgewood basketball court now!,1
@tiararachelle i'm not gone see your baby monkey lil ass anyway funky ass,1
seem like da colored folk be gettin in da way lately i just sayin,0
@irelandroseee @savanigga half of it will be about how you became ghetto in compton,1
@niennunb what did you search gay redneck episode 1 play,0
@roachnigga yall niggas think i just hang around your crib doing nothing bitch i be getting bread too,1
dis broad done tagged dis nicca n a video of his sis giving dome tragic,0
@deeharris she might be the one dont be a bitch,1
@fenkellpayroll y'all niccas bout to blow fool! lol can't wait for the world to see this detroit shit nicca!,1
i'm sorry i called you a gaptoothed bitch its not your fault you're so gaptoothed,1
titties nd pussy,1
stop hatin niggah i got ya girlfriend callin you a hater niggah,1
@idntwearcondoms if no bitches texting u right now,1
she say her pussy hairy i wana see,1
these hoes pickin and choosin that's why these niggas stickin and movin,1
@44binko ima act like i hit that hoe then pass it like i was earlier,1
pussy ass people with guns and knifes foh i appreciate the people still willing to throw hands,1
ion pay for pussy because her pussy priceless i go fishin in it and i ain't a pisces,1
@wonkasm rip to the hoes dying for attention,1
@vonta624 @ondatothershit @kudabrazyy when bout 5 bitches got together and thought of a reason to make they boyfriend claim them,1
"@tonynolanlive ""there is a special time and place for decaf coffee never and in the trash"" my family's motto about their java habits 9749",2
@nehmebazzi @datboyrayt that kids a fag,1
i need a bitch to top me till i get sleepy,1
inmiddleschool i was fat as hell and was a band faggot thank god i played sports after 6th grade and didnt stay in band,1
@trelekidd yo bitch is gucci mane @jabarithegreat my bitch a stoner,1
@missrobinv that pic with the red bone in braids and that tiger in the back for sale,2
don't touch no sloppy hoes you might catch somethin,1
@djceeloss handles lol that shit only 315 hp now your bitch is stick soo i know was good with them double shifting aha,1
i really just want to kill some towel head terrorists already can high school be over now please,0
i may or may not have at least 4 fob related tattoos already planned out,2
chicago hoes love pink lipstick,1
@tobinsupreme y does every female think every nigga they come across is in love w them bitch i could leave u smoke a blunt amp forget 8230,1
@survivingqueen her pussy stay wet when shes around me gotta lick it till she wetter then never before,1
big bro moose trying slide into these hoes dm's,1
curse avi for coke because he's a fag and hasn't put it on yet,0
two red bones kissin n da back seat,2
i get more nudes than all you bitches,1
@mikediggem only ugly girls can fight pretty bitches have no hands lol,1
dumb bitch,0
they say i wouldn't make it now them same bitches is calling my cellular,1
low info people are pissed! oh no! dumb fucks race baiting bitches,1
@swaggverified @tyjustdoit @satisfiedx @doitliketre @roeee but cant nobody at yall pep rally out jigg me,2
don't fucc wit coward cuz he a bitch n left la,1
@tonyo97 fuck i look like shopping at that trash ass store,1
i roll a blunt better than the bitches in havana ! cause i'm the king round here !,1
nah @primetimelewis really the man at bg breh nigga got random bitches at the bar coming up to me like i attend the university this is crazy,1
@freeyungnwild where's ours at nigguh !,1
or pollo,2
@jrise88 @ganderson4 what do you want fag,0
@luchadora41 so was slavery prohibition and not letting women to vote segregation jim crow laws etc etc i can do this all day lol,2
@sbacilio1224 neta bullshit aside i need to get me a bad bitch,1
@favalorogfavs @wenh08 bitch ya betta! haha i care for too love!,1
my pussy ass car won't start it's scared of the cold,1
@islandboirambo @1stblocjeremiah that hoe starleasha i heard she give uh nigga good ass education lmao,1
@jimachterfeld @danbernstein the fuckin pussy makes fun of people all day on the radio someone calls him a creep and he blocks them,1
don't be no bitch amp not speak when i initiate a friendly hello,1
"nah fuck em bitter heat bitches ""@yeiiowbang funny seeing heat and bulls fans get along lol""",1
""" yall niggas b cuffing hoes cause yall aint never have bitches """,1
flappy bird instead of studying sounds great flappybirdisruiningmylife,2
"@kallmetae ""@paperchaysin how you fucc for cash but u not a hoe and how i'm going to respect u if your poccets broke ""nip8230",1
"@datdudetorey 8220@ajswagggg that ""boss ass bitch"" song got basics thinking they're models lmao knowyourplace8221",1
"@yungtweetgod awe hell nah ""@sidehoenextdoor me and @yungblasiann are bad bitches come fuck with us""",1
8220@hernandezeli back then hoes didn't want me now i'm hot they all on me8221,1
